year,Name,Artists,Album_x,uris,acousticness,liveness,loudness,danceability,energy,speechiness,instrumentalness,tempo,valence,Path,Emotion
2010,firework,Katy Perry,Teenage Dream,1mXuMM6zjPgjL4asbBsgnt,0.141,0.113,-5.039,0.638,0.832,0.049,0.0,124.071,0.648,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Katy Perry - Firework.mp3,Happy
2016,scars to your beautiful,Alessia Cara,Know-It-All (Deluxe),42ydLwx4i5V49RXHOozJZq,0.0285,0.111,-5.74,0.319,0.739,0.272,0.0,194.169,0.449,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Alessia Cara - Scars To Your Beautiful.mp3,Happy
2017,idgaf,Dua Lipa,Dua Lipa (Deluxe),76cy1WJvNGJTj78UqeA5zr,0.0403,0.0824,-5.975,0.836,0.544,0.0943,0.0,97.028,0.51,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Dua Lipa - IDGAF.mp3,Happy
2017,scared to be lonely,"Martin Garrix,Dua Lipa",Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.0895,0.261,-7.786,0.584,0.54,0.0576,0.0,137.972,0.195,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Martin Garrix, Dua Lipa - Scared to Be Lonely.mp3",Happy
2020,dancing with a stranger (with normani),"Sam Smith,Normani",Love Goes,3xgT3xIlFGqZjYW9QlhJWp,0.447,0.222,-7.513,0.741,0.52,0.0656,1.97e-06,102.998,0.347,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Sam Smith - Dancing With A Stranger (with Normani).mp3,Happy
2021,butter,BTS,"Butter (Hotter, Sweeter, Cooler)",2bgTY4UwhfBYhGT4HUYStN,0.00323,0.0906,-5.187,0.759,0.459,0.0948,0.0,109.997,0.695,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\BTS - Butter.mp3,Happy
2021,the nights,Avicii,Live A Life You Will Remember,19GqnCuVdOlSPHp6rHdYR2,0.0202,0.217,-5.294,0.528,0.823,0.0407,0.0,125.992,0.686,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Avicii - The Nights.mp3,Happy
2021,the nights,Avicii,Live A Life You Will Remember,19GqnCuVdOlSPHp6rHdYR2,0.0202,0.217,-5.294,0.528,0.823,0.0407,0.0,125.992,0.686,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Avicii - The Nights.mp3,Calm
2021,the nights,Avicii,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.249,-5.298,0.527,0.835,0.0433,0.0,125.983,0.654,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Avicii - The Nights.mp3,Happy
2021,the nights,Avicii,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.249,-5.298,0.527,0.835,0.0433,0.0,125.983,0.654,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Avicii - The Nights.mp3,Calm
2014,the nights,Avicii,Live A Life You Will Remember,19GqnCuVdOlSPHp6rHdYR2,0.0202,0.217,-5.294,0.528,0.823,0.0407,0.0,125.992,0.686,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Avicii - The Nights.mp3,Happy
2014,the nights,Avicii,Live A Life You Will Remember,19GqnCuVdOlSPHp6rHdYR2,0.0202,0.217,-5.294,0.528,0.823,0.0407,0.0,125.992,0.686,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Avicii - The Nights.mp3,Calm
2014,the nights,Avicii,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.249,-5.298,0.527,0.835,0.0433,0.0,125.983,0.654,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Avicii - The Nights.mp3,Happy
2014,the nights,Avicii,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.249,-5.298,0.527,0.835,0.0433,0.0,125.983,0.654,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Avicii - The Nights.mp3,Calm
2019,dance monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,0.692,0.149,-6.4,0.824,0.588,0.0924,0.000104,98.027,0.513,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Tones And I - Dance Monkey.mp3,Happy
2019,sugar & brownies,DHARIA,Sugar & Brownies,16ih0TTm4REIQuYBMPTHm8,0.168,0.0276,-5.123,0.792,0.719,0.257,0.0,100.02,0.472,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\DHARIA - Sugar _ Brownies.mp3,Happy
2016,cheap thrills,Sia,This Is Acting,27SdWb2rFzO6GWiYDBTD9j,0.0472,0.0907,-5.608,0.628,0.698,0.105,0.00143,89.976,0.732,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Sia - Cheap Thrills.mp3,Happy
2016,cheap thrills,Sia,This Is Acting,7BPw9h8vCIX94N0rjFU12S,0.0472,0.0907,-5.608,0.628,0.698,0.105,0.00143,89.976,0.732,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Sia - Cheap Thrills.mp3,Happy
2020,levitating,Dua Lipa,Future Nostalgia,39LLxExYz6ewLAcYrzQQyP,0.0561,0.213,-2.278,0.695,0.884,0.0753,0.0,103.014,0.914,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Dua Lipa - Levitating.mp3,Happy
2019,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2019,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2019,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2019,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2019,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2019,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2019,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2019,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2019,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2019,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2019,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2019,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2019,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2019,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2019,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2019,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2019,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2019,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2019,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2019,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2022,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2022,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2022,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2022,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2022,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2022,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2022,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2022,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2022,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2022,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2022,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2022,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2022,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2022,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2022,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2022,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2022,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2022,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2022,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2022,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2021,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2021,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2021,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2021,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2021,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2021,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2021,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2021,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2021,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2021,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2021,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2021,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2021,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2021,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2021,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2021,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2021,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2021,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2021,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2021,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2020,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2020,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2020,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2020,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2020,memories,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.837,0.0822,-7.209,0.764,0.32,0.0546,0.0,91.019,0.575,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2020,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2020,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2020,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2020,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2020,memories,Conan Gray,Memories,7AYP21Q4qnxw2WxETEvSRb,0.00979,0.348,-6.306,0.34,0.684,0.044,0.0,112.969,0.556,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2020,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2020,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2020,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2020,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2020,memories,Maroon 5,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,0.841,0.0821,-7.241,0.775,0.327,0.0557,0.0,91.05,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2020,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Maroon 5 - Memories.mp3,Happy
2020,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Maroon 5 - Memories.mp3,Sad
2020,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Memories.mp3,Sad
2020,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Novine - Memories.mp3,Calm
2020,memories,Novine,Memories,2SCwAiKCJx7pOaUibepzao,0.0894,0.132,-8.532,0.606,0.58,0.0258,0.000343,130.078,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Maroon 5 - Memories.mp3,Calm
2019,watermelon sugar,Harry Styles,Fine Line,6UelLqGlWMcVH1E5c4H7lY,0.122,0.335,-4.209,0.548,0.816,0.0465,0.0,95.39,0.557,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Harry Styles - Watermelon Sugar.mp3,Happy
2021,"million to one - from the amazon original movie ""cinderella""",Camila Cabello,"Million To One (from the Amazon Original Movie ""Cinderella"")",3lzYrD0WcgGFiAFKkB2shE,0.583,0.117,-5.927,0.511,0.466,0.0298,0.0,150.022,0.278,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\Camila Cabello - Million To One - from the Amazon Original Movie _Cinderella_.mp3,Happy
2020,dynamite,BTS,BE,4saklk6nie3yiGePpBwUoc,0.0112,0.0936,-4.41,0.746,0.765,0.0993,0.0,114.044,0.737,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\HappySongs\BTS - Dynamite.mp3,Happy
