year,Name,Artists,Album_x,uris,acousticness,liveness,loudness,danceability,energy,speechiness,instrumentalness,tempo,valence,Path,Emotion
2020,can't stay,Dylan Joshua,can't stay,7mudD80Vl89gdn86fSTQB0,0.32,0.112,-6.67,0.943,0.53,0.189,0.000972,107.03,0.564,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Dylan Joshua - can_t stay.mp3,Sad
2022,what you want,Kayze,Issa Vibe,2KR9GOuASmYi88CXcXMz6c,0.00539,0.107,-9.441,0.868,0.466,0.0383,0.0,116.951,0.663,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kayze - What You Want.mp3,Sad
2021,stuck in my mind,"TheBoysFeelsToo,Somm",Stuck in my mind,1sewXT0IwG3EHQGQ81OdTP,0.976,0.19,-15.061,0.867,0.332,0.119,0.0783,117.071,0.477,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\TheBoysFeelsToo, Somm - Stuck in my mind.mp3",Sad
2021,can't get over you,Jan Metternich,XVIII,1LAbUHbOBHoAoVUiJlc1pE,0.611,0.1,-10.6,0.8,0.457,0.0939,0.000984,110.736,0.394,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Jan Metternich - Can_t Get Over You.mp3,Sad
2022,go,Saxena,Go,0ZowvkKpyDGkoiRCGTz4aZ,0.526,0.355,-8.213,0.704,0.638,0.0367,0.000802,107.998,0.201,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Saxena - Go.mp3,Sad
2022,in the night,Kayze,Issa Vibe,1JAsQ3t6C3EBC7DGgKB5FC,0.0565,0.113,-8.144,0.883,0.423,0.0899,0.0,139.952,0.578,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kayze - In The Night.mp3,Sad
2022,picture perfect,"Kayze,JAY 0NE,Natural Culture",Issa Vibe,1t7GIlH1cHGhM3DruHOoBo,0.000177,0.149,-8.077,0.721,0.575,0.268,0.0,160.123,0.418,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kayze, JAY 0NE, Natural Culture - Picture Perfect.mp3",Sad
2021,in the end,Piple,In The End,5kwKgYpYnnWewTikbBXRb5,0.908,0.112,-11.886,0.683,0.402,0.0332,0.0437,94.01,0.187,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tommee Profitt, Fleurie, Jung Youth - In The End.mp3",Sad
2021,in the end,"Tommee Profitt,Fleurie,Jung Youth",In The End,2qQg4qcqJmAalzRwhgf5mt,0.308,0.0869,-7.445,0.526,0.671,0.0968,4.07e-05,88.033,0.102,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tommee Profitt, Fleurie, Jung Youth - In The End.mp3",Sad
2019,in the end,Piple,In The End,5kwKgYpYnnWewTikbBXRb5,0.908,0.112,-11.886,0.683,0.402,0.0332,0.0437,94.01,0.187,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tommee Profitt, Fleurie, Jung Youth - In The End.mp3",Sad
2019,in the end,"Tommee Profitt,Fleurie,Jung Youth",In The End,2qQg4qcqJmAalzRwhgf5mt,0.308,0.0869,-7.445,0.526,0.671,0.0968,4.07e-05,88.033,0.102,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tommee Profitt, Fleurie, Jung Youth - In The End.mp3",Sad
2011,someone like you,Adele,21,3bNv3VuUOKgrf5hu3YcuRo,0.893,0.0996,-8.251,0.556,0.319,0.0281,0.0,135.187,0.294,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Adele - Someone Like You.mp3,Sad
2023,daylight,David Kushner,Daylight,1odExI7RdWc4BT515LTAwj,0.83,0.093,-9.475,0.508,0.43,0.0335,0.000441,130.09,0.324,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\David Kushner - Daylight.mp3,Sad
2017,everybody dies in their nightmares,XXXTENTACION,17,3GVkPk8mqxz0itaAriG1L7,0.847,0.112,-7.066,0.734,0.57,0.133,2.14e-05,129.953,0.689,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\XXXTENTACION - Everybody Dies In Their Nightmares.mp3,Sad
2021,drivers license,Olivia Rodrigo,SOUR,5wANPM4fQCJwkGd4rN57mH,0.768,0.106,-8.81,0.561,0.431,0.0578,1.42e-05,143.875,0.137,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia Rodrigo - drivers license.mp3,Sad
2023,it's aight,"Tsumyoki,Prophet Joegus",A Message from the Moon,0m6q4ExjPAlpICPMN0Mnd3,0.232,0.197,-5.429,0.711,0.633,0.0393,0.0,138.039,0.327,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tsumyoki, Prophet Joegus - It_s Aight.mp3",Sad
2023,somewhere between,James Walker,Somewhere Between,0NNbqN0LnZlAtFzxGKqZeG,0.918,0.0788,-15.297,0.295,0.157,0.038,0.0,80.555,0.135,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\James Walker - Somewhere Between.mp3,Sad
2020,dark until september.,will hyde,dark until september.,7n5LJO27QLW54MmCU8ok2e,0.639,0.315,-9.52,0.754,0.448,0.0385,7.03e-05,120.115,0.191,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\will hyde - dark until september..mp3,Sad
2016,say you won't let go,James Arthur,Back from the Edge,5uCax9HTNlzGybIStD3vDh,0.695,0.0902,-7.398,0.358,0.557,0.059,0.0,85.043,0.494,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\James Arthur - Say You Won_t Let Go.mp3,Sad
2023,favorite song,Toosii,Favorite Song,1SRw5p2lVAi7RGlHEmZg66,0.314,0.0987,-9.354,0.816,0.367,0.0588,0.0,116.035,0.413,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Toosii - Favorite Song.mp3,Sad
2023,hard enough,Tsumyoki,A Message from the Moon,1i14lOYSoW6k5GBER9HiOc,0.543,0.112,-6.365,0.658,0.597,0.205,0.0,170.039,0.274,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tsumyoki - Hard Enough.mp3,Sad
2022,kiss me before u go.,"will hyde,Jess Benko",kiss me before u go.,1n6wEo9WEfUHm2VcOx67dw,0.88,0.116,-17.042,0.645,0.167,0.0359,9.25e-06,84.01,0.234,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\will hyde, Jess Benko - kiss me before u go..mp3",Sad
2020,vulnerable,Marilyn Hucek,Vulnerable,1MHb9ROmrgyGvPXx68i04u,0.535,0.129,-13.487,0.598,0.183,0.0304,6.24e-05,137.035,0.0796,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Marilyn Hucek - Vulnerable.mp3,Sad
2021,kitchen sink,Genesis Ritchot,Kitchen Sink,0baEuNfCAnahq2e5PhJPrn,0.886,0.0794,-11.277,0.362,0.456,0.0422,0.000662,108.128,0.175,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Genesis Ritchot - Kitchen Sink.mp3,Sad
2020,the conversation,James Walker,Great Deceiver,6FNnQzlwLa8L68jSd7cJeu,0.522,0.128,-12.401,0.437,0.359,0.0479,0.0,140.071,0.292,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\James Walker - The Conversation.mp3,Sad
2022,life like that,Lndn,Life Like That,3BaBmebUr75Oj4tkfG23Cu,0.71,0.105,-9.321,0.543,0.4,0.032,2.44e-06,82.01,0.274,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Lndn - Life Like That.mp3,Sad
2021,what if i told you that i love you,Ali Gatie,The Idea Of Her,6USdi8uX5GNAPYziFhisHb,0.63,0.0554,-11.144,0.596,0.366,0.115,7.04e-06,84.394,0.229,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Ali Gatie - What If I Told You That I Love You.mp3,Sad
2020,trying my best,Anson Seabra,Songs I Wrote in My Bedroom,6hjh2phISvfR1Ib6S0FK7b,0.951,0.0916,-18.186,0.691,0.0682,0.0645,0.0,76.94,0.352,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Anson Seabra - Trying My Best.mp3,Sad
2022,untold secrets,Dylan Lafave,untold secrets,1V3vK5ssq5lXCYp07p254g,0.692,0.13,-14.923,0.519,0.131,0.0289,0.0,74.902,0.155,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Dylan Lafave - untold secrets.mp3,Sad
2021,healing,Mathew V,The Outer Circle,1rAfkuGgX7uaj1uShj9vjs,0.775,0.139,-12.642,0.312,0.239,0.0344,0.0,161.684,0.457,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Mathew V - Healing.mp3,Sad
2021,weathered - stripped,James Walker,Weathered (Stripped),3AnaM2KjdnVzEsyZJeWpa3,0.779,0.0761,-13.209,0.438,0.132,0.0348,0.0,109.947,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\James Walker - Weathered - Stripped.mp3,Sad
2018,robin hood,Anson Seabra,Robin Hood,5dyihZecYMcEPq09Bk2OL2,0.952,0.134,-14.409,0.731,0.153,0.0562,0.0,78.072,0.324,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Anson Seabra - Robin Hood.mp3,Sad
2021,traitor,Olivia Rodrigo,SOUR,5CZ40GBx1sQ9agT82CLQCT,0.691,0.12,-7.885,0.38,0.339,0.0338,0.0,100.607,0.0849,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia Rodrigo - traitor.mp3,Sad
2019,forever,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,12OLyHDxt6dqlAybSPFBK3,0.873,0.115,-7.119,0.646,0.355,0.0263,0.0,84.988,0.364,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Lewis Capaldi - Forever.mp3,Sad
2019,forever,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,12OLyHDxt6dqlAybSPFBK3,0.873,0.115,-7.119,0.646,0.355,0.0263,0.0,84.988,0.364,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Lewis Capaldi - Forever.mp3,Calm
2019,robbery,Juice WRLD,Death Race For Love,6Hj9jySrnFppAI0sEMCZpJ,0.328,0.153,-5.122,0.685,0.692,0.0457,0.0,159.966,0.578,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Juice WRLD - Robbery.mp3,Sad
2013,all of me,John Legend,Love In The Future (Expanded Edition),3U4isOIWM3VvDubwSI3y7a,0.922,0.132,-7.064,0.422,0.264,0.0322,0.0,119.93,0.331,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\John Legend - All of Me.mp3,Sad
2018,call out my name,The Weeknd,"My Dear Melancholy,",09mEdoA6zrmBPgTEN5qXmN,0.17,0.307,-4.954,0.461,0.593,0.0356,0.0,134.17,0.175,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\The Weeknd - Call Out My Name.mp3,Sad
2020,you were good to me (bonus track),"Jeremy Zucker,Chelsea Cutler",love is not dying,0JnSoyZMTYZLWFVdVT1JFZ,0.897,0.112,-15.489,0.469,0.08,0.0425,4.22e-05,101.238,0.206,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Jeremy Zucker, Chelsea Cutler - you were good to me (bonus track).mp3",Sad
2018,the remedy for a broken heart (why am i so in love),XXXTENTACION,?,4UKCKdYiLN6IMA5ZESUTL7,0.779,0.137,-11.192,0.699,0.304,0.0993,0.000993,119.705,0.271,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\XXXTENTACION - the remedy for a broken heart (why am I so in love).mp3,Sad
2018,i'm not enough and i'm sorry,"Teqkoi,Snøw",I'm Not Enough and I'm Sorry,4P1L6AniTDJzANaubzWGYs,0.462,0.335,-20.188,0.698,0.183,0.299,0.000424,143.96,0.244,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Teqkoi, Snøw - I_m Not Enough and I_m Sorry.mp3",Sad
2019,someone you loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,7qEHsqek33rTcFNT9PFqLf,0.751,0.105,-5.679,0.501,0.405,0.0319,0.0,109.891,0.446,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Lewis Capaldi - Someone You Loved.mp3,Sad
2019,if the world was ending,"JP Saxe,Julia Michaels",If The World Was Ending,6dTBKBqIN4324sThIkZpMj,0.863,0.0954,-10.095,0.378,0.47,0.197,0.0,75.955,0.602,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\JP Saxe, Julia Michaels - If The World Was Ending.mp3",Sad
2014,i'm not the only one,Sam Smith,In The Lonely Hour,7795WJLVKJoAyVoOtCWqXN,0.529,0.0766,-5.795,0.677,0.485,0.0361,2.04e-05,82.001,0.493,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Sam Smith - I_m Not The Only One.mp3,Sad
2019,when you love someone,James TW,Chapters,0TXNKTzawI6VgLoA9UauRp,0.263,0.0543,-6.09,0.681,0.453,0.0278,0.0,125.772,0.348,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\James TW - When You Love Someone.mp3,Sad
2018,used to be,AJ Mitchell,Used to Be,7FjKU2mfpEpvKIbx8naZRk,0.723,0.0964,-6.355,0.471,0.474,0.0382,0.0,120.656,0.262,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\AJ Mitchell - Used to Be.mp3,Sad
2019,this city,Sam Fischer,This City,3H3r2nKWa3Yk5gt8xgmsEt,0.733,0.0808,-6.213,0.605,0.377,0.0443,0.0,73.877,0.519,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Sam Fischer - This City.mp3,Sad
2018,all the kids are depressed,Jeremy Zucker,glisten,75ls0gurX68lUmMjE7QcsE,0.836,0.544,-8.281,0.773,0.437,0.0963,2.42e-05,103.861,0.707,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Jeremy Zucker - all the kids are depressed.mp3,Sad
2019,waves,Dean Lewis,A Place We Knew,6w8pFOKn42O418qwcQElZ3,0.183,0.0643,-7.193,0.518,0.729,0.0452,0.0,156.879,0.343,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Dean Lewis - Waves.mp3,Sad
2016,can i be him,James Arthur,Back from the Edge,0VhgEqMTNZwYL1ARDLLNCX,0.308,0.0939,-6.164,0.696,0.543,0.0489,0.0,107.969,0.479,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\James Arthur - Can I Be Him.mp3,Sad
2017,if you want love,NF,Perception,3i5qVV8azKqGFK4Gzdt5YS,0.659,0.125,-10.22,0.551,0.386,0.132,0.0,116.409,0.245,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF - If You Want Love.mp3,Sad
2020,you broke me first,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.785,0.0906,-9.389,0.667,0.373,0.05,0.0,124.148,0.0823,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - you broke me first.mp3,Sad
2020,idk you yet,Alexander 23,IDK You Yet,47EWMOElkkbMp5m9SBkx7d,0.884,0.124,-11.735,0.629,0.306,0.0424,0.0776,76.994,0.191,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Alexander 23 - IDK You Yet.mp3,Sad
2013,another love,Tom Odell,Long Way Down (Deluxe),3JvKfv6T31zO0ini8iNItO,0.695,0.0944,-8.532,0.445,0.537,0.04,1.65e-05,122.769,0.131,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tom Odell - Another Love.mp3,Sad
2019,time,NF,The Search,6MxMqCgqmekcr0VwSU7AVH,0.138,0.114,-4.058,0.677,0.688,0.0633,0.0,98.049,0.198,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF - Time.mp3,Sad
2018,eastside (with halsey & khalid),"benny blanco,Halsey,Khalid",FRIENDS KEEP SECRETS,7FGq80cy8juXBCD2nrqdWU,0.549,0.2,-7.665,0.632,0.686,0.243,0.0,89.949,0.329,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\benny blanco - Eastside (with Halsey _ Khalid).mp3,Sad
2018,eastside (with halsey & khalid),"benny blanco,Halsey,Khalid",FRIENDS KEEP SECRETS,7FGq80cy8juXBCD2nrqdWU,0.549,0.2,-7.665,0.632,0.686,0.243,0.0,89.949,0.329,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\benny blanco - Eastside (with Halsey _ Khalid).mp3,Calm
2018,eastside (with halsey & khalid),"benny blanco,Halsey,Khalid",Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.555,0.116,-7.648,0.56,0.68,0.321,0.0,89.391,0.319,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\benny blanco - Eastside (with Halsey _ Khalid).mp3,Sad
2018,eastside (with halsey & khalid),"benny blanco,Halsey,Khalid",Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.555,0.116,-7.648,0.56,0.68,0.321,0.0,89.391,0.319,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\benny blanco - Eastside (with Halsey _ Khalid).mp3,Calm
2020,july,Noah Cyrus,THE END OF EVERYTHING,6J2LdBN97cDWn0MLxYh9HB,0.868,0.0779,-8.953,0.708,0.186,0.042,0.0,72.541,0.322,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Noah Cyrus - July.mp3,Sad
2016,lost in the moment,"NF,Andreas Moss",Therapy Session,3qEg6xYffvuvwpq4U6FRrK,0.41,0.162,-7.755,0.511,0.629,0.151,0.0,129.924,0.0442,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF, Andreas Moss - Lost In The Moment.mp3",Sad
2016,hate u love u,Olivia O'Brien,hate u love u,6ATgDc6e4sPn84hvJsAmPt,0.656,0.0981,-8.915,0.407,0.416,0.174,0.0,176.947,0.246,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia O_Brien - hate u love u.mp3,Sad
2015,paralyzed,NF,Mansion,5DHQKZCOZhGNTbYBCekWx0,0.214,0.101,-6.602,0.51,0.643,0.0485,3.22e-06,130.081,0.0397,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF - Paralyzed.mp3,Sad
2020,body,Jordan Suaste,Body,6wQgV6ZYt1snXyQV69mGT4,0.627,0.0645,-8.687,0.452,0.325,0.0337,0.0,97.987,0.33,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Jordan Suaste - Body.mp3,Sad
2019,touch,Sleeping At Last,Atlas: II,4g2WiijzSKzH8PApKDbadN,0.955,0.104,-11.83,0.415,0.104,0.0426,3.79e-06,82.006,0.18,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Sleeping At Last - Touch.mp3,Sad
2020,heather,Conan Gray,Kid Krow,4xqrdfXkTW4T0RauPLv3WA,0.584,0.322,-7.301,0.357,0.425,0.0333,0.0,102.078,0.27,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Conan Gray - Heather.mp3,Sad
2020,heather,Conan Gray,Kid Krow,4xqrdfXkTW4T0RauPLv3WA,0.584,0.322,-7.301,0.357,0.425,0.0333,0.0,102.078,0.27,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Conan Gray - Heather.mp3,Calm
2007,to build a home,"The Cinematic Orchestra,Patrick Watson",Ma Fleur,54KFQB6N4pn926IUUYZGzK,0.885,0.094,-15.399,0.264,0.122,0.0349,0.349,148.658,0.0735,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\The Cinematic Orchestra, Patrick Watson - To Build A Home.mp3",Sad
2017,too good at goodbyes,Sam Smith,The Thrill Of It All (Special Edition),1mXVgsBdtIVeCLJnSnmtdV,0.64,0.169,-8.237,0.681,0.372,0.0432,0.0,91.873,0.476,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Sam Smith - Too Good At Goodbyes.mp3,Sad
2013,all i want,Kodaline,In A Perfect World (Expanded Edition),0NlGoUyOJSuSHmngoibVAs,0.174,0.0843,-9.733,0.188,0.411,0.0484,0.153,187.376,0.159,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia Rodrigo, Disney - All I Want.mp3",Sad
2013,all i want,Kodaline,In A Perfect World (Expanded Edition),0NlGoUyOJSuSHmngoibVAs,0.174,0.0843,-9.733,0.188,0.411,0.0484,0.153,187.376,0.159,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kodaline - All I Want.mp3,Sad
2013,all i want,"Olivia Rodrigo,Disney",High School Musical: The Musical: The Series (Original Soundtrack),1v6svH1Fyx9C1nIt1mA2DT,0.0902,0.0912,-6.585,0.376,0.43,0.0328,0.0,77.599,0.129,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia Rodrigo, Disney - All I Want.mp3",Sad
2013,all i want,"Olivia Rodrigo,Disney",High School Musical: The Musical: The Series (Original Soundtrack),1v6svH1Fyx9C1nIt1mA2DT,0.0902,0.0912,-6.585,0.376,0.43,0.0328,0.0,77.599,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kodaline - All I Want.mp3,Sad
2020,all i want,Kodaline,In A Perfect World (Expanded Edition),0NlGoUyOJSuSHmngoibVAs,0.174,0.0843,-9.733,0.188,0.411,0.0484,0.153,187.376,0.159,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia Rodrigo, Disney - All I Want.mp3",Sad
2020,all i want,Kodaline,In A Perfect World (Expanded Edition),0NlGoUyOJSuSHmngoibVAs,0.174,0.0843,-9.733,0.188,0.411,0.0484,0.153,187.376,0.159,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kodaline - All I Want.mp3,Sad
2020,all i want,"Olivia Rodrigo,Disney",High School Musical: The Musical: The Series (Original Soundtrack),1v6svH1Fyx9C1nIt1mA2DT,0.0902,0.0912,-6.585,0.376,0.43,0.0328,0.0,77.599,0.129,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia Rodrigo, Disney - All I Want.mp3",Sad
2020,all i want,"Olivia Rodrigo,Disney",High School Musical: The Musical: The Series (Original Soundtrack),1v6svH1Fyx9C1nIt1mA2DT,0.0902,0.0912,-6.585,0.376,0.43,0.0328,0.0,77.599,0.129,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Kodaline - All I Want.mp3,Sad
2013,let her go,Passenger,All the Little Lights (Deluxe Version),0JmiBCpWc1IAc0et7Xm7FL,0.365,0.0963,-7.346,0.479,0.545,0.0688,0.0,74.897,0.243,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Passenger - Let Her Go.mp3,Sad
2018,you're somebody else,flora cash,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,0.841,0.105,-9.638,0.713,0.452,0.0295,0.0038,102.963,0.235,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\flora cash - You_re Somebody Else.mp3,Sad
2019,hate myself,NF,The Search,5PdEiev2BkKiZtZFcNKjfM,0.234,0.114,-5.283,0.533,0.84,0.167,0.0,116.882,0.361,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF - Hate Myself.mp3,Sad
2017,let you down,NF,Perception,52okn5MNA47tk87PeZJLEL,0.312,0.179,-5.68,0.662,0.714,0.121,0.0,147.997,0.464,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF - Let You Down.mp3,Sad
2017,let you down,NF,Perception,6mrKP2jyIQmM0rw6fQryjr,0.33,0.173,-5.673,0.659,0.716,0.111,0.0,148.015,0.437,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\NF - Let You Down.mp3,Sad
2017,one day,Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,0.922,0.0883,-12.148,0.52,0.119,0.0407,0.0,69.217,0.355,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\MONSTA X - One Day.mp3,Sad
2017,one day,Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,0.922,0.0883,-12.148,0.52,0.119,0.0407,0.0,69.217,0.355,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - One Day.mp3,Sad
2017,one day,MONSTA X,One Day,3KASsI7zYzYZpQhOGb0Oej,0.141,0.0949,-5.342,0.702,0.537,0.0298,0.0,108.0,0.197,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\MONSTA X - One Day.mp3,Sad
2017,one day,MONSTA X,One Day,3KASsI7zYzYZpQhOGb0Oej,0.141,0.0949,-5.342,0.702,0.537,0.0298,0.0,108.0,0.197,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - One Day.mp3,Sad
2017,one day,Tate McRae,One Day,4Ey0LK1HzksUqm9JLzzKuD,0.911,0.129,-9.522,0.436,0.153,0.0454,0.0,71.684,0.415,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\MONSTA X - One Day.mp3,Sad
2017,one day,Tate McRae,One Day,4Ey0LK1HzksUqm9JLzzKuD,0.911,0.129,-9.522,0.436,0.153,0.0454,0.0,71.684,0.415,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - One Day.mp3,Sad
2021,one day,Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,0.922,0.0883,-12.148,0.52,0.119,0.0407,0.0,69.217,0.355,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\MONSTA X - One Day.mp3,Sad
2021,one day,Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,0.922,0.0883,-12.148,0.52,0.119,0.0407,0.0,69.217,0.355,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - One Day.mp3,Sad
2021,one day,MONSTA X,One Day,3KASsI7zYzYZpQhOGb0Oej,0.141,0.0949,-5.342,0.702,0.537,0.0298,0.0,108.0,0.197,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\MONSTA X - One Day.mp3,Sad
2021,one day,MONSTA X,One Day,3KASsI7zYzYZpQhOGb0Oej,0.141,0.0949,-5.342,0.702,0.537,0.0298,0.0,108.0,0.197,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - One Day.mp3,Sad
2021,one day,Tate McRae,One Day,4Ey0LK1HzksUqm9JLzzKuD,0.911,0.129,-9.522,0.436,0.153,0.0454,0.0,71.684,0.415,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\MONSTA X - One Day.mp3,Sad
2021,one day,Tate McRae,One Day,4Ey0LK1HzksUqm9JLzzKuD,0.911,0.129,-9.522,0.436,0.153,0.0454,0.0,71.684,0.415,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Tate McRae - One Day.mp3,Sad
2015,complicated,Olivia O'Brien,Complicated,0jllH0usRFD4LJkJnGK9Lf,0.694,0.123,-12.044,0.657,0.355,0.0714,0.000427,74.99,0.0808,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\SadSongs\Olivia O_Brien - Complicated.mp3,Sad
